Entity,Code,Day,75+_start,75-79_start,60-64_start,0-17_start,80+_start,65-69_start,70-74_start,18-24_start,65-74_start,45-54_start,50-54_start,55-59_start,50-59_start,35-44_start,18-29_start,70-79_start,25-49_start,25-34_start,60-69_start,30-39_start,40-49_start,55-64_start,12-17_start,10-19_start,20-29_start,0-9_start,12-15_start,16-19_start,5-11_start,80-89_start,90-99_start,15-17_start,0-4_start,5-9_start,10-14_start
Romania,ROU,2021-07-23,,,,,19.43,,,24.08,,,,,35.84,,,36.09,28.74,,37.81,,,,,,,,,,,,,,,,
Romania,ROU,2021-07-30,,,,,19.55,,,24.55,,,,,36.26,,,36.29,29.22,,38.08,,,,,,,,,,,,,,,,
Romania,ROU,2021-08-06,,,,,19.67,,,25.04,,,,,36.69,,,36.47,29.72,,38.33,,,,,,,,,,,,,,,,
Romania,ROU,2021-08-13,,,,,19.76,,,25.47,,,,,37.06,,,36.62,30.17,,38.53,,,,,,,,,,,,,,,,
Romania,ROU,2021-08-20,,,,,19.84,,,25.91,,,,,37.4,,,36.76,30.61,,38.72,,,,,,,,,,,,,,,,
Romania,ROU,2021-08-27,,,,,19.93,,,26.37,,,,,37.73,,,36.9,31.03,,38.91,,,,,,,,,,,,,,,,
Romania,ROU,2021-09-03,,,,,20.01,,,26.8,,,,,38.01,,,37.02,31.38,,39.08,,,,,,,,,,,,,,,,
Romania,ROU,2021-09-10,,,,,20.08,,,27.21,,,,,38.25,,,37.13,31.67,,39.23,,,,,,,,,,,,,,,,
Romania,ROU,2021-09-17,,,,,20.17,,,27.77,,,,,38.58,,,37.27,32.06,,39.42,,,,,,,,,,,,,,,,
Romania,ROU,2021-09-24,,,,,20.29,,,28.87,,,,,39.12,,,37.47,32.74,,39.73,,,,,,,,,,,,,,,,
Romania,ROU,2021-10-01,,,,,20.49,,,30.32,,,,,39.94,,,37.84,33.73,,40.25,,,,,,,,,,,,,,,,
Romania,ROU,2021-10-08,,,,,20.8,,,31.82,,,,,41.02,,,38.39,34.91,,41.01,,,,,,,,,,,,,,,,
Romania,ROU,2021-10-15,,,,,21.24,,,33.39,,,,,42.44,,,39.23,36.31,,42.07,,,,,,,,,,,,,,,,
Romania,ROU,2021-10-22,,,,,22.31,,,36.28,,,,,45.79,,,41.33,39.2,,44.72,,,,,,,,,,,,,,,,
Romania,ROU,2021-10-29,,,,,23.6,,,40.67,,,,,49.88,,,43.81,42.95,,47.7,,,,,,,,,,,,,,,,
Romania,ROU,2021-11-05,,,,,24.47,,,42.71,,,,,51.76,,,45.35,44.65,,49.31,,,,,,,,,,,,,,,,
Romania,ROU,2021-11-12,,,,,24.97,,,44.04,,,,,52.92,,,46.18,45.76,,50.2,,,,,,,,,,,,,,,,
Romania,ROU,2021-11-19,,,,,25.37,,,45.15,,,,,53.9,,,46.88,46.7,,50.98,,,,,,,,,,,,,,,,
Romania,ROU,2021-11-26,,,,,25.68,,,46.07,,,,,54.57,,,47.41,47.37,,51.54,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-01-08,,,,,0.12,,,0.27,,,,,1.04,,,0.3,0.73,,0.71,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-01-15,,,,,0.24,,,0.65,,,,,2.2,,,0.62,1.54,,1.49,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-01-22,,,,,0.85,,,1.2,,,,,3.34,,,1.05,2.36,,2.23,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-01-29,,,,,8.98,,,1.62,,,,,3.9,,,2.86,2.77,,2.76,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-02-05,,,,,18.39,,,1.84,,,,,4.18,,,7.61,2.98,,3.15,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-02-12,,,,,24.81,,,2.2,,,,,5.03,,,10.95,3.69,,3.67,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-02-19,,,,,27.19,,,2.43,,,,,6.1,,,12.39,4.42,,4.54,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-02-26,,,,,29.18,,,2.74,,,,,7.05,,,13.49,5.38,,4.9,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-03-05,,,,,29.94,,,3.22,,,,,8.73,,,13.96,6.72,,5.82,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-03-12,,,,,31.3,,,3.36,,,,,9.25,,,18.54,7.04,,11.13,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-03-19,,,,,35.03,,,3.67,,,,,10.38,,,30.45,7.54,,16.1,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-03-26,,,,,42.63,,,4.03,,,,,12.49,,,42.32,8.13,,19.64,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-04-02,,,,,44.94,,,4.3,,,,,15.05,,,50.08,8.59,,24.66,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-04-09,,,,,46.48,,,4.65,,,,,20.52,,,54.22,9.36,,29.7,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-04-16,,,,,47.87,,,4.93,,,,,23.8,,,56.79,11.09,,33.18,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-04-23,,,,,48.98,,,5.23,,,,,25.75,,,58.61,12.34,,35.9,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-04-30,,,,,50.36,,,5.91,,,,,27.24,,,61.01,13.94,,40.23,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-05-07,,,,,51.93,,,7.14,,,,,30.69,,,63.37,16.05,,45.3,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-05-14,,,,,53.2,,,8.34,,,,,36.53,,,65.15,18.98,,50.65,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-05-21,,,,,54.38,,,11.21,,,,,39.87,,,66.87,23.88,,53.3,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-05-28,,,,,55.23,,,14.36,,,,,42.72,,,68.05,28.61,,55.03,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-06-04,,,,,55.93,,,18.52,,,,,44.12,,,68.93,31.64,,56.14,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-06-11,,,,,56.58,,,21.3,,,,,45.33,,,69.66,33.38,,57.01,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-06-18,,,,,57.11,,,24.32,,,,,46.35,,,70.34,34.7,,57.9,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-06-25,,,,,57.59,,,26.41,,,,,47.16,,,70.94,35.84,,58.62,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-07-02,,,,,58.06,,,29.62,,,,,48.42,,,71.55,37.43,,59.42,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-07-09,,,,,58.39,,,32.61,,,,,49.73,,,72.02,39.12,,60.11,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-07-16,,,,,58.78,,,34.83,,,,,50.82,,,72.47,40.51,,60.73,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-07-23,,,,,59.12,,,36.14,,,,,51.51,,,72.88,41.28,,61.24,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-07-30,,,,,59.44,,,37.2,,,,,52.18,,,73.22,41.98,,61.69,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-08-06,,,,,59.81,,,38.24,,,,,52.94,,,73.68,42.71,,62.24,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-08-13,,,,,60.12,,,39.12,,,,,53.55,,,74.05,43.33,,62.65,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-08-20,,,,,60.41,,,40.14,,,,,54.17,,,74.42,44,,63.07,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-08-27,,,,,60.66,,,40.91,,,,,54.64,,,74.69,44.5,,63.39,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-09-03,,,,,60.8,,,41.59,,,,,54.94,,,74.86,44.86,,63.58,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-09-10,,,,,60.96,,,42.15,,,,,55.19,,,75.04,45.18,,63.77,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-09-17,,,,,61.12,,,42.76,,,,,55.47,,,75.2,45.53,,63.97,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-09-24,,,,,61.36,,,43.47,,,,,55.82,,,75.44,45.95,,64.24,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-10-01,,,,,61.58,,,44.07,,,,,56.14,,,75.64,46.32,,64.48,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-10-08,,,,,61.76,,,44.54,,,,,56.4,,,75.83,46.64,,64.67,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-10-15,,,,,61.9,,,44.94,,,,,56.61,,,75.96,46.9,,64.82,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-10-22,,,,,62.02,,,45.3,,,,,56.8,,,76.1,47.16,,64.97,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-10-29,,,,,62.16,,,45.71,,,,,57.01,,,76.24,47.44,,65.12,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-11-05,,,,,62.29,,,46.15,,,,,57.29,,,76.38,47.8,,65.29,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-11-12,,,,,62.58,,,47.05,,,,,57.99,,,76.72,48.62,,65.71,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-11-19,,,,,62.89,,,48.54,,,,,59.02,,,77.13,49.87,,66.28,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-11-26,,,,,63.36,,,50.14,,,,,60.04,,,77.7,51.09,,66.96,,,,,,,,,,,,,,,,
Slovakia,SVK,2021-12-03,,,,,63.5,,,50.41,,,,,60.24,,,77.86,51.31,,67.12,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-01-01,,,,,3.28,,,0.01,,,,,0.17,,,0.52,0.07,,0.2,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-01-08,,,,,5.03,,,0.34,,,,,2.32,,,1.25,1.62,,1.32,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-01-15,,,,,15.68,,,0.52,,,,,2.86,,,1.75,2.04,,1.66,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-01-22,,,,,17.49,,,0.57,,,,,3.09,,,1.87,2.21,,1.75,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-01-29,,,,,17.81,,,0.62,,,,,3.17,,,1.91,2.28,,1.79,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-02-05,,,,,18.45,,,0.64,,,,,3.21,,,1.93,2.32,,1.81,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-02-12,,,,,30.08,,,1.09,,,,,3.5,,,2.12,2.6,,1.96,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-02-19,,,,,44.12,,,1.48,,,,,3.84,,,3.64,2.82,,2.41,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-02-26,,,,,53.35,,,1.61,,,,,4.49,,,9.49,3.04,,3.58,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-03-05,,,,,56.38,,,1.81,,,,,5.49,,,14.52,3.32,,5.35,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-03-12,,,,,57.8,,,2.04,,,,,8.31,,,15.93,4.51,,8.83,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-03-19,,,,,59.62,,,2.06,,,,,8.7,,,18.92,4.7,,9.14,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-03-26,,,,,62.29,,,2.4,,,,,11.05,,,30.21,5.89,,11.77,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-04-02,,,,,63.81,,,2.55,,,,,12.34,,,48.85,6.65,,15.33,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-04-09,,,,,64.92,,,2.6,,,,,12.63,,,57.23,6.74,,27.87,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-04-16,,,,,65.83,,,2.68,,,,,13.17,,,61.45,6.92,,36.04,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-04-23,,,,,66.6,,,5.46,,,,,16.06,,,63.7,7.83,,40.82,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-04-30,,,,,67.23,,,5.66,,,,,17.31,,,65.09,8.11,,44.13,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-05-07,,,,,68.37,,,5.99,,,,,27.93,,,67.26,9.33,,48.59,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-05-14,,,,,69.65,,,7.45,,,,,35.1,,,69.29,13.88,,52.13,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-05-21,,,,,70.84,,,11.37,,,,,39.58,,,71.06,19.75,,54.84,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-05-28,,,,,71.96,,,12.85,,,,,42.48,,,72.49,21.57,,57.04,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-06-04,,,,,73.04,,,17.78,,,,,46.33,,,73.74,26.54,,59.06,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-06-11,,,,,73.89,,,22.84,,,,,48.58,,,74.65,30.8,,60.38,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-06-18,,,,,74.48,,,26.14,,,,,49.84,,,75.39,32.88,,61.34,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-06-25,,,,,74.85,,,27.62,,,,,50.6,,,75.89,33.77,,61.96,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-07-02,,,,,75.25,,,29.02,,,,,51.36,,,76.43,34.63,,62.62,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-07-09,,,,,75.82,,,30.38,,,,,52.43,,,77.33,35.66,,63.66,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-07-16,,,,,76.42,,,32.39,,,,,54.03,,,78.29,37.41,,64.89,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-07-23,,,,,77,,,34.49,,,,,55.54,,,79.21,39.02,,66.04,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-07-30,,,,,77.54,,,36.51,,,,,56.95,,,80.08,40.5,,67.12,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-08-06,,,,,78.06,,,38.03,,,,,58.01,,,80.86,41.66,,67.97,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-08-13,,,,,78.51,,,39.44,,,,,58.84,,,81.47,42.57,,68.64,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-08-20,,,,,79.28,,,41.1,,,,,59.82,,,82.25,43.57,,69.41,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-08-27,,,,,79.96,,,42.7,,,,,60.75,,,82.93,44.66,,70.11,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-09-03,,,,,80.46,,,44.02,,,,,61.51,,,83.48,45.64,,70.74,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-09-10,,,,,81.22,,,45.77,,,,,62.79,,,84.39,47.22,,71.78,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-09-17,,,,,83.03,,,50.66,,,,,66.54,,,86.72,51.5,,74.53,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-09-24,,,,,84.14,,,53.03,,,,,67.89,,,87.79,53.16,,75.63,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-10-01,,,,,84.69,,,54.22,,,,,68.52,,,88.25,53.98,,76.14,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-10-08,,,,,84.94,,,54.77,,,,,68.81,,,88.44,54.34,,76.37,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-10-15,,,,,85.13,,,55.15,,,,,69.03,,,88.58,54.63,,76.53,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-10-22,,,,,85.29,,,55.47,,,,,69.25,,,88.71,54.89,,76.69,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-10-29,,,,,85.45,,,55.85,,,,,69.51,,,88.87,55.25,,76.87,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-11-05,,,,,85.65,,,56.32,,,,,69.86,,,89.09,55.74,,77.13,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-11-12,,,,,85.99,,,57.12,,,,,70.34,,,89.45,56.51,,77.57,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-11-19,,,,,86.39,,,57.91,,,,,70.85,,,89.86,57.27,,78.03,,,,,,,,,,,,,,,,
Slovenia,SVN,2021-11-26,,,,,86.65,,,58.44,,,,,71.14,,,90.1,57.72,,78.29,,,,,,,,,,,,,,,,
Spain,ESP,2021-01-08,,,,,4.68,,,0.29,,,,,1.03,,,0.71,0.81,,0.81,,,,,,,,,,,,,0,0,,0
Spain,ESP,2021-01-15,,,,,6.99,,,0.75,,,,,2.72,,,1.08,2.17,,2.05,,,,,,,,,,,,,0.01,0,0,0
Spain,ESP,2021-01-22,,,,,7.75,,,1.03,,,,,3.64,,,1.22,2.88,,2.72,,,,,,,,,,,,,0.01,0,0,0
Spain,ESP,2021-01-29,,,,,8.05,,,1.15,,,,,3.95,,,1.27,3.12,,2.94,,,,,,,,,,,,,0.01,0,0,0
Spain,ESP,2021-02-05,,,,,8.35,,,1.28,,,,,4.18,,,1.33,3.32,,3.11,,,,,,,,,,,,,0.02,0,0,0
Spain,ESP,2021-02-12,,,,,8.98,,,1.55,,,,,4.79,,,1.42,3.92,,3.49,,,,,,,,,,,,,0.02,0,0,0
Spain,ESP,2021-02-19,,,,,14.26,,,2.09,,,,,5.68,,,1.65,4.76,,4.01,,,,,,,,,,,,,0.03,0,0,0
Spain,ESP,2021-02-26,,,,,25.49,,,2.73,,,,,6.83,,,2.16,6.19,,4.55,,,,,,,,,,,,,0.05,0,0,0
Spain,ESP,2021-03-05,,,,,39.09,,,3.23,,,,,7.93,,,2.67,7.73,,4.92,,,,,,,,,,,,,0.07,0,0,0
Spain,ESP,2021-03-12,,,,,48.28,,,3.84,,,,,9.19,,,2.99,9.08,,5.1,,,,,,,,,,,,,0.07,0,0,0
Spain,ESP,2021-03-19,,,,,54.67,,,4.01,,,,,9.41,,,3.16,9.3,,5.21,,,,,,,,,,,,,0.08,0,0,0.01
Spain,ESP,2021-03-26,,,,,64.51,,,4.73,,,,,10.96,,,3.5,10.37,,8.08,,,,,,,,,,,,,0.08,0,0,0.01
Spain,ESP,2021-04-02,,,,,79.63,,,5.1,,,,,11.91,,,5.07,10.99,,14.76,,,,,,,,,,,,,0.09,0,0.01,0.01
Spain,ESP,2021-04-09,,,,,94.78,,,5.4,,,,,12.43,,,19.7,11.29,,26.95,,,,,,,,,,,,,0.11,0,0.01,0.01
Spain,ESP,2021-04-16,,,,,98.45,,,5.5,,,,,12.73,,,44.12,11.44,,37.57,,,,,,,,,,,,,0.12,0,0.01,0.01
Spain,ESP,2021-04-23,,,,,99.86,,,5.61,,,,,13.09,,,65.25,11.62,,45.62,,,,,,,,,,,,,0.13,0,0.01,0.01
Spain,ESP,2021-04-30,,,,,100.65,,,5.74,,,,,13.43,,,83.79,11.8,,55.83,,,,,,,,,,,,,0.15,0,0.01,0.01
Spain,ESP,2021-05-07,,,,,101.16,,,5.96,,,,,15.93,,,92.56,12.07,,75,,,,,,,,,,,,,0.16,0.01,0.01,0.01
Spain,ESP,2021-05-14,,,,,101.55,,,6.28,,,,,27.35,,,95.23,12.54,,84.66,,,,,,,,,,,,,0.18,0.01,0.02,0.01
Spain,ESP,2021-05-21,,,,,101.83,,,6.7,,,,,43.71,,,96.38,13.06,,87.96,,,,,,,,,,,,,0.21,0.01,0.02,0.02
Spain,ESP,2021-05-28,,,,,102.02,,,6.95,,,,,59.23,,,97.05,13.52,,89.7,,,,,,,,,,,,,0.22,0.01,0.02,0.02
Spain,ESP,2021-06-04,,,,,102.16,,,7.24,,,,,75.86,,,97.41,15.33,,91.01,,,,,,,,,,,,,0.25,0.01,0.02,0.02
Spain,ESP,2021-06-11,,,,,102.28,,,7.54,,,,,84.03,,,97.68,22.39,,92.18,,,,,,,,,,,,,0.28,0.01,0.02,0.03
Spain,ESP,2021-06-18,,,,,102.38,,,7.88,,,,,86.89,,,97.87,31.71,,93.26,,,,,,,,,,,,,0.34,0.01,0.02,0.05
Spain,ESP,2021-06-25,,,,,102.45,,,8.32,,,,,88.28,,,98,40.6,,93.96,,,,,,,,,,,,,0.42,0.01,0.02,0.06
Spain,ESP,2021-07-02,,,,,102.52,,,9.67,,,,,89.51,,,98.14,49.86,,94.67,,,,,,,,,,,,,0.87,0.01,0.02,0.09
Spain,ESP,2021-07-09,,,,,102.58,,,13.66,,,,,90.34,,,98.24,57.14,,95.26,,,,,,,,,,,,,2.64,0.01,0.02,0.13
Spain,ESP,2021-07-16,,,,,102.63,,,20.14,,,,,91.01,,,98.33,63.67,,95.8,,,,,,,,,,,,,4.17,0.01,0.02,0.17
Spain,ESP,2021-07-23,,,,,102.68,,,29.87,,,,,91.64,,,98.41,69.12,,96.24,,,,,,,,,,,,,7,0.02,0.02,0.26
Spain,ESP,2021-07-30,,,,,102.73,,,43.06,,,,,92.1,,,98.48,73.55,,96.6,,,,,,,,,,,,,14.79,0.02,0.02,1.14
Spain,ESP,2021-08-06,,,,,102.77,,,55.12,,,,,92.55,,,98.55,76.53,,96.97,,,,,,,,,,,,,29.56,0.02,0.02,5.16
Spain,ESP,2021-08-13,,,,,102.82,,,67.29,,,,,93,,,98.62,78.31,,97.3,,,,,,,,,,,,,51.63,0.02,0.03,14.87
Spain,ESP,2021-08-20,,,,,102.87,,,71.94,,,,,93.43,,,98.7,79.53,,97.68,,,,,,,,,,,,,66.05,0.02,0.03,27.14
Spain,ESP,2021-08-27,,,,,102.9,,,74.82,,,,,93.79,,,98.75,80.62,,97.91,,,,,,,,,,,,,75.8,0.02,0.03,35.77
Spain,ESP,2021-09-03,,,,,102.93,,,77.73,,,,,94.13,,,98.8,81.55,,98.11,,,,,,,,,,,,,81.43,0.02,0.03,40.5
Spain,ESP,2021-09-10,,,,,102.96,,,79.94,,,,,94.39,,,98.84,82.3,,98.28,,,,,,,,,,,,,84.98,0.03,0.03,43.31
Spain,ESP,2021-09-17,,,,,102.99,,,81.44,,,,,94.57,,,98.88,82.88,,98.41,,,,,,,,,,,,,86.66,0.03,0.03,44.54
Spain,ESP,2021-09-24,,,,,103.02,,,82.52,,,,,94.7,,,98.92,83.31,,98.5,,,,,,,,,,,,,87.66,0.03,0.03,45.32
Spain,ESP,2021-10-01,,,,,103.04,,,83.26,,,,,94.8,,,98.94,83.62,,98.57,,,,,,,,,,,,,88.32,0.03,0.03,45.88
Spain,ESP,2021-10-08,,,,,103.06,,,83.86,,,,,94.88,,,98.96,83.86,,98.62,,,,,,,,,,,,,88.8,0.03,0.03,46.28
Spain,ESP,2021-10-15,,,,,103.07,,,84.31,,,,,94.94,,,98.98,84.06,,98.66,,,,,,,,,,,,,89.17,0.03,0.03,46.62
Spain,ESP,2021-10-22,,,,,103.08,,,84.75,,,,,95,,,99,84.26,,98.71,,,,,,,,,,,,,89.54,0.03,0.03,46.99
Spain,ESP,2021-10-29,,,,,103.1,,,85.12,,,,,95.06,,,99.02,84.45,,98.75,,,,,,,,,,,,,89.85,0.03,0.03,47.35
Spain,ESP,2021-11-05,,,,,103.11,,,85.38,,,,,95.1,,,99.03,84.59,,98.78,,,,,,,,,,,,,90.07,0.03,0.03,47.64
Spain,ESP,2021-11-12,,,,,103.13,,,85.67,,,,,95.15,,,99.06,84.75,,98.82,,,,,,,,,,,,,90.32,0.03,0.03,47.99
Spain,ESP,2021-11-19,,,,,103.16,,,86.01,,,,,95.23,,,99.09,84.95,,98.87,,,,,,,,,,,,,90.59,0.03,0.03,48.37
Spain,ESP,2021-11-26,,,,,103.2,,,86.46,,,,,95.33,,,99.15,85.23,,98.96,,,,,,,,,,,,,90.93,0.03,0.03,48.81
Spain,ESP,2021-12-03,,,,,103.24,,,87.05,,,,,95.47,,,99.21,85.6,,99.09,,,,,,,,,,,,,91.39,0.04,0.03,49.34
Spain,ESP,2021-12-10,,,,,103.27,,,87.5,,,,,95.57,,,99.26,85.85,,99.18,,,,,,,,,,,,,91.72,0.04,0.03,49.72
Spain,ESP,2021-12-17,,,,,103.32,,,88.07,,,,,95.69,,,99.32,86.19,,99.3,,,,,,,,,,,,,92.18,0.04,6.53,61.8
Spain,ESP,2021-12-24,,,,,103.35,,,88.61,,,,,95.79,,,99.37,86.45,,99.39,,,,,,,,,,,,,92.58,0.04,13.19,69.82
Spain,ESP,2021-12-31,,,,,103.38,,,88.96,,,,,95.87,,,99.41,86.64,,99.45,,,,,,,,,,,,,92.85,0.04,17.74,72.67
Spain,ESP,2022-01-07,,,,,103.4,,,89.19,,,,,95.94,,,99.44,86.78,,99.5,,,,,,,,,,,,,93.07,0.04,24.03,75.91
Sweden,SWE,2021-01-01,,,,,0.3,,,0,,,,,0.01,,,0.04,0,,0.01,,,,,,,,,,,,,,,,
Sweden,SWE,2021-01-08,,,,,5.53,,,0.07,,,,,0.34,,,0.88,0.16,,0.37,,,,,,,,,,,,,,,,
Sweden,SWE,2021-01-15,,,,,10.77,,,0.32,,,,,1.25,,,1.83,0.72,,1.16,,,,,,,,,,,,,,,,
Sweden,SWE,2021-01-22,,,,,15.91,,,0.79,,,,,2.66,,,2.94,1.65,,2.36,,,,,,,,,,,,,,,,
Sweden,SWE,2021-01-29,,,,,18.98,,,1.13,,,,,3.55,,,3.62,2.2,,3.11,,,,,,,,,,,,,,,,
Sweden,SWE,2021-02-05,,,,,21.52,,,1.32,,,,,4.06,,,4.22,2.5,,3.59,,,,,,,,,,,,,,,,
Sweden,SWE,2021-02-12,,,,,24.66,,,1.53,,,,,4.53,,,4.86,2.81,,4.03,,,,,,,,,,,,,,,,
Sweden,SWE,2021-02-19,,,,,28.55,,,1.96,,,,,5.34,,,5.82,3.35,,4.7,,,,,,,,,,,,,,,,
Sweden,SWE,2021-02-26,,,,,35.23,,,2.51,,,,,6.39,,,7.08,4.09,,5.64,,,,,,,,,,,,,,,,
Sweden,SWE,2021-03-05,,,,,44.86,,,3.24,,,,,8.01,,,8.76,5.31,,7,,,,,,,,,,,,,,,,
Sweden,SWE,2021-03-12,,,,,60.04,,,3.92,,,,,9.33,,,11.59,6.34,,8.35,,,,,,,,,,,,,,,,
Sweden,SWE,2021-03-19,,,,,72.35,,,4.08,,,,,9.64,,,15.1,6.56,,8.86,,,,,,,,,,,,,,,,
Sweden,SWE,2021-03-26,,,,,82.14,,,4.17,,,,,9.84,,,21.51,6.68,,9.36,,,,,,,,,,,,,,,,
Sweden,SWE,2021-04-02,,,,,88.24,,,4.25,,,,,10.01,,,36.43,6.78,,10.32,,,,,,,,,,,,,,,,
Sweden,SWE,2021-04-09,,,,,90.82,,,4.35,,,,,10.18,,,56.56,6.89,,13.27,,,,,,,,,,,,,,,,
Sweden,SWE,2021-04-16,,,,,92.26,,,4.51,,,,,10.54,,,79.31,7.11,,27.93,,,,,,,,,,,,,,,,
Sweden,SWE,2021-04-23,,,,,92.94,,,4.94,,,,,12.33,,,89.03,7.65,,51.19,,,,,,,,,,,,,,,,
Sweden,SWE,2021-04-30,,,,,93.32,,,5.7,,,,,18.82,,,91.79,8.7,,70.82,,,,,,,,,,,,,,,,
Sweden,SWE,2021-05-07,,,,,93.61,,,6.77,,,,,30.27,,,92.85,10.67,,80.41,,,,,,,,,,,,,,,,
Sweden,SWE,2021-05-14,,,,,93.81,,,7.8,,,,,42.36,,,93.44,12.66,,83.88,,,,,,,,,,,,,,,,
Sweden,SWE,2021-05-21,,,,,93.98,,,8.66,,,,,53.82,,,93.85,14.74,,85.46,,,,,,,,,,,,,,,,
Sweden,SWE,2021-05-28,,,,,94.09,,,9.39,,,,,61.43,,,94.19,17,,86.36,,,,,,,,,,,,,,,,
Sweden,SWE,2021-06-04,,,,,94.2,,,9.99,,,,,69.1,,,94.49,19.9,,87.17,,,,,,,,,,,,,,,,
