Entity,Code,Day,75+_start,75-79_start,60-64_start,0-17_start,80+_start,65-69_start,70-74_start,18-24_start,65-74_start,45-54_start,50-54_start,55-59_start,50-59_start,35-44_start,18-29_start,70-79_start,25-49_start,25-34_start,60-69_start,30-39_start,40-49_start,55-64_start,12-17_start,10-19_start,20-29_start,0-9_start,12-15_start,16-19_start,5-11_start,80-89_start,90-99_start,15-17_start,0-4_start,5-9_start,10-14_start
Sweden,SWE,2021-06-11,,,,,94.3,,,10.7,,,,,75.63,,,94.77,24.81,,87.91,,,,,,,,,,,,,,,,
Sweden,SWE,2021-06-18,,,,,94.39,,,11.52,,,,,80.08,,,95,31.52,,88.52,,,,,,,,,,,,,,,,
Sweden,SWE,2021-06-25,,,,,94.46,,,12.33,,,,,82.5,,,95.19,38.66,,88.99,,,,,,,,,,,,,,,,
Sweden,SWE,2021-07-02,,,,,94.53,,,15.41,,,,,84.18,,,95.37,49.11,,89.43,,,,,,,,,,,,,,,,
Sweden,SWE,2021-07-09,,,,,94.58,,,24.8,,,,,85.09,,,95.5,57.57,,89.74,,,,,,,,,,,,,,,,
Sweden,SWE,2021-07-16,,,,,94.63,,,39.38,,,,,85.77,,,95.61,63.72,,90,,,,,,,,,,,,,,,,
Sweden,SWE,2021-07-23,,,,,94.66,,,50.3,,,,,86.36,,,95.7,67.53,,90.23,,,,,,,,,,,,,,,,
Sweden,SWE,2021-07-30,,,,,94.7,,,56.06,,,,,86.82,,,95.79,69.71,,90.44,,,,,,,,,,,,,,,,
Sweden,SWE,2021-08-06,,,,,94.73,,,59.15,,,,,87.18,,,95.88,71.22,,90.63,,,,,,,,,,,,,,,,
Sweden,SWE,2021-08-13,,,,,94.77,,,61.56,,,,,87.55,,,95.96,72.6,,90.81,,,,,,,,,,,,,,,,
Sweden,SWE,2021-08-20,,,,,94.8,,,63.76,,,,,87.9,,,96.04,73.82,,90.96,,,,,,,,,,,,,,,,
Sweden,SWE,2021-08-27,,,,,94.84,,,65.88,,,,,88.24,,,96.11,75,,91.11,,,,,,,,,,,,,,,,
Sweden,SWE,2021-09-03,,,,,94.88,,,67.75,,,,,88.57,,,96.19,76.05,,91.28,,,,,,,,,,,,,,,,
Sweden,SWE,2021-09-10,,,,,94.92,,,69.37,,,,,88.89,,,96.26,76.99,,91.44,,,,,,,,,,,,,,,,
Sweden,SWE,2021-09-17,,,,,94.97,,,70.77,,,,,89.18,,,96.34,77.81,,91.6,,,,,,,,,,,,,,,,
Sweden,SWE,2021-09-24,,,,,95.01,,,71.87,,,,,89.42,,,96.41,78.45,,91.73,,,,,,,,,,,,,,,,
Sweden,SWE,2021-10-01,,,,,95.05,,,72.68,,,,,89.62,,,96.46,78.96,,91.84,,,,,,,,,,,,,,,,
Sweden,SWE,2021-10-08,,,,,95.09,,,73.21,,,,,89.74,,,96.51,79.29,,91.91,,,,,,,,,,,,,,,,
Sweden,SWE,2021-10-15,,,,,95.16,,,73.81,,,,,89.89,,,96.56,79.68,,91.99,,,,,,,,,,,,,,,,
Sweden,SWE,2021-10-22,,,,,95.22,,,74.15,,,,,89.99,,,96.6,79.91,,92.04,,,,,,,,,,,,,,,,
Sweden,SWE,2021-10-29,,,,,95.27,,,74.47,,,,,90.08,,,96.63,80.14,,92.1,,,,,,,,,,,,,,,,
Sweden,SWE,2021-11-05,,,,,95.31,,,74.74,,,,,90.14,,,96.66,80.33,,92.14,,,,,,,,,,,,,,,,
Sweden,SWE,2021-11-12,,,,,95.35,,,75.05,,,,,90.23,,,96.7,80.54,,92.19,,,,,,,,,,,,,,,,
Sweden,SWE,2021-11-19,,,,,95.38,,,75.45,,,,,90.32,,,96.74,80.79,,92.25,,,,,,,,,,,,,,,,
Sweden,SWE,2021-11-26,,,,,95.4,,,76.04,,,,,90.43,,,96.78,81.09,,92.3,,,,,,,,,,,,,,,,
Sweden,SWE,2021-12-03,,,,,95.41,,,76.28,,,,,90.46,,,96.79,81.2,,92.33,,,,,,,,,,,,,,,,
Switzerland,CHE,2020-12-27,,,,,0.09,,,,,,,,0.01,,,0.01,,,0.01,0.01,0.01,,,0,0.01,0,,,,,,,,,
Switzerland,CHE,2021-01-03,,,,,0.47,,,,,,,,0.05,,,0.2,,,0.1,0.02,0.04,,,0,0.02,0,,,,,,,,,
Switzerland,CHE,2021-01-10,,,,,3.63,,,,,,,,0.34,,,1.15,,,0.41,0.16,0.23,,,0.02,0.13,0,,,,,,,,,
Switzerland,CHE,2021-01-17,,,,,8.7,,,,,,,,0.71,,,3.06,,,0.87,0.37,0.52,,,0.04,0.28,0,,,,,,,,,
Switzerland,CHE,2021-01-24,,,,,17.32,,,,,,,,1.35,,,6.81,,,1.73,0.7,0.97,,,0.08,0.52,0,,,,,,,,,
Switzerland,CHE,2021-01-31,,,,,27.77,,,,,,,,2.06,,,11.17,,,2.84,1.02,1.43,,,0.12,0.77,0,,,,,,,,,
Switzerland,CHE,2021-02-07,,,,,33.37,,,,,,,,2.52,,,14.05,,,3.64,1.21,1.71,,,0.14,0.9,0,,,,,,,,,
Switzerland,CHE,2021-02-14,,,,,39.78,,,,,,,,3.14,,,16.9,,,4.48,1.47,2.1,,,0.18,1.12,0,,,,,,,,,
Switzerland,CHE,2021-02-21,,,,,43.86,,,,,,,,3.66,,,19.03,,,5.26,1.69,2.42,,,0.2,1.3,0,,,,,,,,,
Switzerland,CHE,2021-02-28,,,,,47.07,,,,,,,,4.08,,,20.87,,,5.87,1.91,2.7,,,0.22,1.47,0,,,,,,,,,
Switzerland,CHE,2021-03-07,,,,,52.11,,,,,,,,4.62,,,24.19,,,6.79,2.19,3.05,,,0.25,1.67,0,,,,,,,,,
Switzerland,CHE,2021-03-14,,,,,57.51,,,,,,,,5.35,,,28.07,,,8.04,2.54,3.53,,,0.29,1.96,0,,,,,,,,,
Switzerland,CHE,2021-03-21,,,,,61.15,,,,,,,,6.07,,,31.53,,,9.52,2.83,3.97,,,0.33,2.17,0,,,,,,,,,
Switzerland,CHE,2021-03-28,,,,,66.01,,,,,,,,7.06,,,36.82,,,11.81,3.22,4.55,,,0.37,2.48,0.01,,,,,,,,,
Switzerland,CHE,2021-04-04,,,,,70.06,,,,,,,,7.99,,,41.99,,,14.41,3.58,5.09,,,0.41,2.74,0.01,,,,,,,,,
Switzerland,CHE,2021-04-11,,,,,73.45,,,,,,,,8.86,,,48.34,,,18.12,3.91,5.58,,,0.45,3.01,0.01,,,,,,,,,
Switzerland,CHE,2021-04-18,,,,,76.98,,,,,,,,10.64,,,58.26,,,25.36,4.57,6.62,,,0.51,3.5,0.01,,,,,,,,,
Switzerland,CHE,2021-04-25,,,,,79.61,,,,,,,,14.24,,,67.16,,,34.48,5.52,8.43,,,0.63,4.28,0.01,,,,,,,,,
Switzerland,CHE,2021-05-02,,,,,81.89,,,,,,,,19.7,,,73.45,,,43.41,7.07,11.1,,,0.88,5.63,0.01,,,,,,,,,
Switzerland,CHE,2021-05-09,,,,,83.74,,,,,,,,27.55,,,76.72,,,51.5,9.69,14.9,,,1.33,8.08,0.01,,,,,,,,,
Switzerland,CHE,2021-05-16,,,,,84.73,,,,,,,,35.59,,,78.42,,,57.49,12.26,18.59,,,1.83,10.35,0.01,,,,,,,,,
Switzerland,CHE,2021-05-23,,,,,85.83,,,,,,,,43.29,,,80.04,,,62.29,16.32,23.71,,,2.54,13.63,0.01,,,,,,,,,
Switzerland,CHE,2021-05-30,,,,,86.56,,,,,,,,47.97,,,81,,,65.13,21.59,29.98,,,3.51,17.83,0.01,,,,,,,,,
Switzerland,CHE,2021-06-06,,,,,87.23,,,,,,,,52.18,,,81.86,,,67.57,28.31,37.64,,,5.02,23.53,0.01,,,,,,,,,
Switzerland,CHE,2021-06-13,,,,,87.81,,,,,,,,56.65,,,82.64,,,70.06,35.34,45.19,,,7.09,29.83,0.01,,,,,,,,,
Switzerland,CHE,2021-06-20,,,,,88.28,,,,,,,,60.25,,,83.35,,,72.11,41.44,51.26,,,9.62,35.76,0.02,,,,,,,,,
Switzerland,CHE,2021-06-27,,,,,88.67,,,,,,,,63.05,,,83.99,,,73.76,45.89,55.39,,,11.56,40.57,0.02,,,,,,,,,
Switzerland,CHE,2021-07-04,,,,,89,,,,,,,,64.48,,,84.46,,,74.73,47.97,57.22,,,13.96,43.02,0.02,,,,,,,,,
Switzerland,CHE,2021-07-11,,,,,89.28,,,,,,,,65.5,,,84.85,,,75.48,49.27,58.39,,,15.78,44.61,0.02,,,,,,,,,
Switzerland,CHE,2021-07-18,,,,,89.54,,,,,,,,66.44,,,85.21,,,76.16,50.4,59.39,,,17.24,46.16,0.02,,,,,,,,,
Switzerland,CHE,2021-07-25,,,,,89.8,,,,,,,,67.31,,,85.58,,,76.82,51.51,60.34,,,18.47,47.37,0.02,,,,,,,,,
Switzerland,CHE,2021-08-01,,,,,90.03,,,,,,,,68.13,,,85.9,,,77.44,52.57,61.24,,,19.67,48.5,0.02,,,,,,,,,
Switzerland,CHE,2021-08-08,,,,,90.19,,,,,,,,68.76,,,86.13,,,77.9,53.42,61.99,,,20.84,49.39,0.02,,,,,,,,,
Switzerland,CHE,2021-08-15,,,,,90.37,,,,,,,,69.48,,,86.39,,,78.37,54.4,62.87,,,22.28,50.42,0.02,,,,,,,,,
Switzerland,CHE,2021-08-22,,,,,90.61,,,,,,,,70.29,,,86.69,,,78.93,55.53,63.92,,,24.03,51.5,0.02,,,,,,,,,
Switzerland,CHE,2021-08-29,,,,,90.91,,,,,,,,71.33,,,87.08,,,79.66,57.02,65.28,,,26.17,52.84,0.02,,,,,,,,,
Switzerland,CHE,2021-09-05,,,,,91.24,,,,,,,,72.45,,,87.53,,,80.46,58.67,66.75,,,28.57,54.44,0.02,,,,,,,,,
Switzerland,CHE,2021-09-12,,,,,91.7,,,,,,,,73.88,,,88.09,,,81.45,60.88,68.6,,,31.35,56.88,0.02,,,,,,,,,
Switzerland,CHE,2021-09-19,,,,,92.26,,,,,,,,75.38,,,88.7,,,82.46,63.37,70.54,,,34.3,60.06,0.02,,,,,,,,,
Switzerland,CHE,2021-09-26,,,,,92.78,,,,,,,,76.47,,,89.17,,,83.21,65.27,71.98,,,36.52,62.31,0.02,,,,,,,,,
Switzerland,CHE,2021-10-03,,,,,93.15,,,,,,,,77.18,,,89.51,,,83.72,66.47,72.89,,,37.97,63.72,0.02,,,,,,,,,
Switzerland,CHE,2021-10-10,,,,,93.42,,,,,,,,77.7,,,89.76,,,84.1,67.38,73.52,,,39.02,64.76,0.02,,,,,,,,,
Switzerland,CHE,2021-10-17,,,,,93.66,,,,,,,,78.2,,,89.99,,,84.46,68.19,74.12,,,39.86,65.73,0.02,,,,,,,,,
Switzerland,CHE,2021-10-24,,,,,93.85,,,,,,,,78.56,,,90.17,,,84.73,68.84,74.58,,,40.63,66.49,0.02,,,,,,,,,
Switzerland,CHE,2021-10-31,,,,,94,,,,,,,,78.83,,,90.31,,,84.94,69.33,74.93,,,41.25,67.05,0.02,,,,,,,,,
Switzerland,CHE,2021-11-07,,,,,94.12,,,,,,,,79.06,,,90.43,,,85.11,69.77,75.23,,,41.82,67.52,0.02,,,,,,,,,
Switzerland,CHE,2021-11-14,,,,,94.34,,,,,,,,79.42,,,90.62,,,85.4,70.35,75.65,,,42.6,68.14,0.02,,,,,,,,,
Switzerland,CHE,2021-11-21,,,,,94.53,,,,,,,,79.65,,,90.76,,,85.59,70.79,75.97,,,43.21,68.57,0.03,,,,,,,,,
Switzerland,CHE,2021-11-28,,,,,94.72,,,,,,,,79.86,,,90.89,,,85.76,71.19,76.25,,,43.73,68.96,0.03,,,,,,,,,
Switzerland,CHE,2021-12-05,,,,,94.9,,,,,,,,80.1,,,91.02,,,85.95,71.65,76.56,,,44.25,69.45,0.03,,,,,,,,,
Switzerland,CHE,2021-12-12,,,,,95.09,,,,,,,,80.39,,,91.17,,,86.18,72.2,76.91,,,44.86,70.05,0.03,,,,,,,,,
Switzerland,CHE,2021-12-19,,,,,95.28,,,,,,,,80.67,,,91.33,,,86.4,72.7,77.24,,,45.47,70.63,0.04,,,,,,,,,
Switzerland,CHE,2021-12-26,,,,,95.39,,,,,,,,80.82,,,91.42,,,86.52,73,77.44,,,45.92,71,0.04,,,,,,,,,
Switzerland,CHE,2022-01-02,,,,,95.45,,,,,,,,80.92,,,91.47,,,86.59,73.2,77.56,,,46.27,71.24,0.05,,,,,,,,,
Switzerland,CHE,2022-01-09,,,,,95.55,,,,,,,,81.05,,,91.54,,,86.71,73.5,77.73,,,47.19,71.6,0.68,,,,,,,,,
Switzerland,CHE,2022-01-16,,,,,95.56,,,,,,,,81.07,,,91.55,,,86.72,73.54,77.76,,,47.29,71.66,0.73,,,,,,,,,
Uruguay,URY,2021-02-27,0,,,,,,,0.01,0,0.02,,,,0.03,,,,0.02,,,,0.01,0,,,,,,,,,,,,
Uruguay,URY,2021-02-28,0,,,,,,,0.01,0,0.02,,,,0.03,,,,0.02,,,,0.01,0,,,,,,,,,,,,
Uruguay,URY,2021-03-01,0,,,,,,,0.32,0,1.13,,,,1.29,,,,0.88,,,,0.43,0,,,,,,,,,,,,
Uruguay,URY,2021-03-02,0,,,,,,,0.65,0,1.95,,,,2.3,,,,1.63,,,,0.74,0,,,,,,,,,,,,
Uruguay,URY,2021-03-03,0,,,,,,,1.13,0,3.15,,,,3.78,,,,2.71,,,,1.18,0,,,,,,,,,,,,
Uruguay,URY,2021-03-04,0,,,,,,,1.35,0,3.64,,,,4.37,,,,3.21,,,,1.35,0,,,,,,,,,,,,
Uruguay,URY,2021-03-05,0,,,,,,,1.56,0,4.13,,,,4.97,,,,3.75,,,,1.53,0,,,,,,,,,,,,
Uruguay,URY,2021-03-06,0,,,,,,,1.56,0,4.13,,,,4.97,,,,3.75,,,,1.53,0,,,,,,,,,,,,
Uruguay,URY,2021-03-07,0,,,,,,,1.56,0,4.13,,,,4.97,,,,3.75,,,,1.53,0,,,,,,,,,,,,
Uruguay,URY,2021-03-08,0,,,,,,,1.6,0,4.29,,,,5.15,,,,3.88,,,,8.2,0,,,,,,,,,,,,
Uruguay,URY,2021-03-09,0.01,,,,,,,1.7,0,4.53,,,,5.42,,,,4.1,,,,12.86,0,,,,,,,,,,,,
Uruguay,URY,2021-03-10,0.01,,,,,,,1.86,0.01,4.91,,,,5.81,,,,4.46,,,,17.84,0,,,,,,,,,,,,
Uruguay,URY,2021-03-11,0.01,,,,,,,2.07,0.04,5.71,,,,6.37,,,,4.89,,,,21.26,0,,,,,,,,,,,,
Uruguay,URY,2021-03-12,0.03,,,,,,,2.21,0.2,7.01,,,,7.91,,,,5.98,,,,22.06,0,,,,,,,,,,,,
Uruguay,URY,2021-03-13,0.04,,,,,,,2.27,0.31,7.61,,,,8.6,,,,6.43,,,,22.48,0,,,,,,,,,,,,
Uruguay,URY,2021-03-14,0.04,,,,,,,2.27,0.31,7.61,,,,8.6,,,,6.43,,,,22.48,0,,,,,,,,,,,,
Uruguay,URY,2021-03-15,0.05,,,,,,,2.33,0.89,8.27,,,,9.04,,,,6.74,,,,23.22,0,,,,,,,,,,,,
Uruguay,URY,2021-03-16,0.37,,,,,,,2.35,1.43,8.6,,,,9.13,,,,6.79,,,,23.77,0,,,,,,,,,,,,
Uruguay,URY,2021-03-17,0.59,,,,,,,2.46,2.02,8.93,,,,9.24,,,,6.99,,,,24.36,0,,,,,,,,,,,,
Uruguay,URY,2021-03-18,0.63,,,,,,,2.52,6.34,11.01,,,,9.3,,,,7.09,,,,28.04,0,,,,,,,,,,,,
Uruguay,URY,2021-03-19,0.66,,,,,,,2.64,10.57,13.03,,,,9.39,,,,7.25,,,,31.61,0,,,,,,,,,,,,
Uruguay,URY,2021-03-20,0.67,,,,,,,2.64,12.1,13.75,,,,9.4,,,,7.25,,,,32.88,0,,,,,,,,,,,,
Uruguay,URY,2021-03-21,0.67,,,,,,,2.64,12.1,13.75,,,,9.4,,,,7.25,,,,32.88,0,,,,,,,,,,,,
Uruguay,URY,2021-03-22,5.35,,,,,,,2.77,14.96,15.22,,,,9.76,,,,7.56,,,,35.3,0,,,,,,,,,,,,
Uruguay,URY,2021-03-23,9.49,,,,,,,2.99,17.5,16.63,,,,10.17,,,,7.93,,,,37.5,0,,,,,,,,,,,,
Uruguay,URY,2021-03-24,12.48,,,,,,,3.34,19.96,18.11,,,,10.72,,,,8.37,,,,39.77,0,,,,,,,,,,,,
Uruguay,URY,2021-03-25,15.25,,,,,,,3.8,23.27,20.06,,,,11.36,,,,8.92,,,,42.71,0,,,,,,,,,,,,
Uruguay,URY,2021-03-26,17.84,,,,,,,4.24,26.29,21.92,,,,12.01,,,,9.46,,,,45.48,0,,,,,,,,,,,,
Uruguay,URY,2021-03-27,18.85,,,,,,,4.34,27.33,22.52,,,,12.16,,,,9.58,,,,46.41,0,,,,,,,,,,,,
Uruguay,URY,2021-03-28,18.85,,,,,,,4.34,27.33,22.52,,,,12.16,,,,9.58,,,,46.41,0,,,,,,,,,,,,
Uruguay,URY,2021-03-29,21.42,,,,,,,5.66,28.02,23.8,,,,13.86,,,,11.09,,,,47.09,0,,,,,,,,,,,,
Uruguay,URY,2021-03-30,23.95,,,,,,,7.06,28.66,25.14,,,,15.67,,,,12.67,,,,47.75,0,,,,,,,,,,,,
Uruguay,URY,2021-03-31,26.37,,,,,,,8.41,29.36,26.5,,,,17.45,,,,14.22,,,,48.39,0,,,,,,,,,,,,
Uruguay,URY,2021-04-01,28.69,,,,,,,9.85,30.25,27.96,,,,19.3,,,,15.83,,,,49.06,0,,,,,,,,,,,,
Uruguay,URY,2021-04-02,30.93,,,,,,,11.31,31.48,29.42,,,,21.14,,,,17.44,,,,49.82,0,,,,,,,,,,,,
Uruguay,URY,2021-04-03,31.71,,,,,,,11.74,31.76,29.86,,,,21.69,,,,17.93,,,,50.09,0,,,,,,,,,,,,
Uruguay,URY,2021-04-04,31.71,,,,,,,11.74,31.76,29.86,,,,21.69,,,,17.93,,,,50.09,0,,,,,,,,,,,,
Uruguay,URY,2021-04-05,31.79,,,,,,,11.77,32.9,30.47,,,,21.73,,,,17.97,,,,51.16,0,,,,,,,,,,,,
Uruguay,URY,2021-04-06,31.83,,,,,,,11.79,35.47,31.84,,,,21.79,,,,18.01,,,,53.49,0,,,,,,,,,,,,
Uruguay,URY,2021-04-07,31.84,,,,,,,11.81,37.61,33.2,,,,21.82,,,,18.04,,,,55.92,0,,,,,,,,,,,,
Uruguay,URY,2021-04-08,31.85,,,,,,,11.92,39.92,34.97,,,,22.29,,,,18.19,,,,58.44,0,,,,,,,,,,,,
Uruguay,URY,2021-04-09,32.14,,,,,,,12.13,40.87,35.42,,,,22.67,,,,18.46,,,,59.1,0,,,,,,,,,,,,
Uruguay,URY,2021-04-10,35.05,,,,,,,12.17,43.45,35.7,,,,22.84,,,,18.52,,,,59.36,0,,,,,,,,,,,,
Uruguay,URY,2021-04-11,35.05,,,,,,,12.17,43.46,35.74,,,,22.87,,,,18.52,,,,59.36,0,,,,,,,,,,,,
Uruguay,URY,2021-04-12,38.68,,,,,,,12.3,48.13,36.99,,,,23.55,,,,18.83,,,,62.72,0,,,,,,,,,,,,
Uruguay,URY,2021-04-13,42.13,,,,,,,12.63,51.73,38.78,,,,24.63,,,,19.37,,,,65.78,0,,,,,,,,,,,,
Uruguay,URY,2021-04-14,45.07,,,,,,,13.06,54.95,41.02,,,,26.03,,,,20.03,,,,68.42,0,,,,,,,,,,,,
Uruguay,URY,2021-04-15,47.83,,,,,,,13.39,56.97,42.22,,,,27.16,,,,20.59,,,,69.39,0,,,,,,,,,,,,
Uruguay,URY,2021-04-16,50.45,,,,,,,13.83,58.75,43.42,,,,28.25,,,,21.19,,,,70.19,0,,,,,,,,,,,,
Uruguay,URY,2021-04-17,55.69,,,,,,,13.98,61.87,43.58,,,,28.41,,,,21.31,,,,70.54,0,,,,,,,,,,,,
Uruguay,URY,2021-04-18,58.32,,,,,,,13.98,64.58,43.59,,,,28.41,,,,21.32,,,,70.94,0,,,,,,,,,,,,
Uruguay,URY,2021-04-19,58.94,,,,,,,14.11,65.24,43.82,,,,28.61,,,,21.52,,,,71.25,0,,,,,,,,,,,,
Uruguay,URY,2021-04-20,59.56,,,,,,,14.24,66.02,44.26,,,,28.83,,,,21.68,,,,71.83,0,,,,,,,,,,,,
Uruguay,URY,2021-04-21,60.15,,,,,,,14.36,66.74,44.7,,,,29.08,,,,21.83,,,,72.25,0,,,,,,,,,,,,
Uruguay,URY,2021-04-22,60.83,,,,,,,14.45,67.53,45.06,,,,29.32,,,,21.97,,,,72.62,0,,,,,,,,,,,,
Uruguay,URY,2021-04-23,62.12,,,,,,,14.52,68.65,45.51,,,,29.59,,,,22.09,,,,73.03,0,,,,,,,,,,,,
Uruguay,URY,2021-04-24,63.65,,,,,,,14.53,69.9,45.71,,,,29.62,,,,22.11,,,,73.33,0,,,,,,,,,,,,
Uruguay,URY,2021-04-25,63.65,,,,,,,14.53,69.92,45.75,,,,29.62,,,,22.11,,,,73.39,0,,,,,,,,,,,,
Uruguay,URY,2021-04-26,64.79,,,,,,,14.57,70.91,45.99,,,,29.67,,,,22.15,,,,73.81,0,,,,,,,,,,,,
Uruguay,URY,2021-04-27,65.82,,,,,,,14.59,71.66,46.28,,,,29.72,,,,22.18,,,,74.23,0,,,,,,,,,,,,
Uruguay,URY,2021-04-28,66.91,,,,,,,14.62,72.46,46.55,,,,29.79,,,,22.22,,,,74.55,0,,,,,,,,,,,,
Uruguay,URY,2021-04-29,67.86,,,,,,,14.66,73.21,46.85,,,,29.9,,,,22.26,,,,74.83,0,,,,,,,,,,,,
Uruguay,URY,2021-04-30,68.87,,,,,,,14.74,73.96,47.11,,,,30.01,,,,22.37,,,,75.1,0,,,,,,,,,,,,
Uruguay,URY,2021-05-01,68.87,,,,,,,14.74,73.96,47.11,,,,30.01,,,,22.37,,,,75.1,0,,,,,,,,,,,,
Uruguay,URY,2021-05-02,68.87,,,,,,,14.75,73.96,47.12,,,,30.01,,,,22.38,,,,75.12,0,,,,,,,,,,,,
Uruguay,URY,2021-05-03,71.43,,,,,,,14.77,75.82,47.21,,,,30.12,,,,22.47,,,,75.17,0,,,,,,,,,,,,
Uruguay,URY,2021-05-04,73.71,,,,,,,14.8,77.4,47.26,,,,30.31,,,,22.62,,,,75.2,0,,,,,,,,,,,,
Uruguay,URY,2021-05-05,75.75,,,,,,,14.82,78.81,47.31,,,,30.45,,,,22.71,,,,75.24,0,,,,,,,,,,,,
Uruguay,URY,2021-05-06,77.64,,,,,,,14.9,80.09,47.35,,,,30.57,,,,22.83,,,,75.28,0,,,,,,,,,,,,
Uruguay,URY,2021-05-07,79.45,,,,,,,14.97,81.33,47.39,,,,30.64,,,,22.9,,,,75.33,0,,,,,,,,,,,,
Uruguay,URY,2021-05-08,80.22,,,,,,,14.98,81.95,47.4,,,,30.64,,,,22.91,,,,75.34,0,,,,,,,,,,,,
Uruguay,URY,2021-05-09,80.22,,,,,,,14.98,81.95,47.4,,,,30.64,,,,22.91,,,,75.34,0,,,,,,,,,,,,
Uruguay,URY,2021-05-10,81.3,,,,,,,15,82.75,47.54,,,,30.71,,,,22.96,,,,75.66,0,,,,,,,,,,,,
Uruguay,URY,2021-05-11,82.4,,,,,,,15.02,83.35,47.82,,,,30.74,,,,23,,,,75.77,0,,,,,,,,,,,,
Uruguay,URY,2021-05-12,83.09,,,,,,,15.05,83.6,48.24,,,,31,,,,23.16,,,,75.97,0,,,,,,,,,,,,
Uruguay,URY,2021-05-13,83.61,,,,,,,15.1,85.11,51.75,,,,32.06,,,,23.56,,,,78.47,0,,,,,,,,,,,,
Uruguay,URY,2021-05-14,84.21,,,,,,,15.15,85.74,56.49,,,,33.71,,,,24.06,,,,80.19,0,,,,,,,,,,,,
Uruguay,URY,2021-05-15,84.22,,,,,,,15.17,86.01,58.63,,,,34.45,,,,24.23,,,,81.16,0,,,,,,,,,,,,
Uruguay,URY,2021-05-16,84.22,,,,,,,15.17,86.01,58.66,,,,34.45,,,,24.23,,,,81.16,0,,,,,,,,,,,,
Uruguay,URY,2021-05-17,84.31,,,,,,,15.2,86.35,64.71,,,,36.83,,,,24.73,,,,82.76,0,,,,,,,,,,,,
Uruguay,URY,2021-05-18,84.97,,,,,,,15.29,86.62,68.12,,,,41.42,,,,25.26,,,,83.32,0,,,,,,,,,,,,
Uruguay,URY,2021-05-19,85.04,,,,,,,15.31,86.73,70.62,,,,45.96,,,,25.87,,,,83.58,0,,,,,,,,,,,,
Uruguay,URY,2021-05-20,85.08,,,,,,,15.92,86.84,73.11,,,,50.13,,,,27.17,,,,83.82,0,,,,,,,,,,,,
Uruguay,URY,2021-05-21,85.48,,,,,,,16.93,87.12,75.13,,,,53.11,,,,28.36,,,,84.06,0,,,,,,,,,,,,
Uruguay,URY,2021-05-22,85.49,,,,,,,16.95,87.18,75.4,,,,54.71,,,,28.86,,,,84.15,0,,,,,,,,,,,,
Uruguay,URY,2021-05-23,85.49,,,,,,,16.95,87.18,75.42,,,,54.84,,,,28.9,,,,84.16,0,,,,,,,,,,,,
Uruguay,URY,2021-05-24,85.82,,,,,,,17.56,87.42,75.85,,,,58.56,,,,31.28,,,,84.42,0,,,,,,,,,,,,
Uruguay,URY,2021-05-25,85.94,,,,,,,18.2,87.57,76.19,,,,61.98,,,,33.74,,,,84.63,0,,,,,,,,,,,,
Uruguay,URY,2021-05-26,86.08,,,,,,,18.97,87.74,76.55,,,,64.8,,,,36.53,,,,84.86,0,,,,,,,,,,,,
Uruguay,URY,2021-05-27,86.28,,,,,,,19.92,87.97,76.99,,,,67.52,,,,39.24,,,,85.15,0,,,,,,,,,,,,
Uruguay,URY,2021-05-28,86.42,,,,,,,20.79,88.14,77.32,,,,69.55,,,,41.22,,,,85.39,0,,,,,,,,,,,,
Uruguay,URY,2021-06-11,86.63,,,,,,,50.34,88.55,81.74,,,,77.95,,,,69.19,,,,87.36,5.98,,,,,,,,,,,,
Uruguay,URY,2021-06-18,86.96,,,,,,,52.12,88.82,82.36,,,,78.58,,,,70.02,,,,87.64,19.4,,,,,,,,,,,,
Uruguay,URY,2021-06-25,87.56,,,,,,,55.51,89.28,83.02,,,,79.66,,,,71.6,,,,88.08,27.7,,,,,,,,,,,,
Uruguay,URY,2021-07-09,88.18,,,,,,,66.43,89.78,84,,,,81.24,,,,74.49,,,,88.66,56.5,,,,,,,,,,,,
